rank,title,rating,show_type,episodes,run_time,member_count
169a,Vivy: Fluorite Eye's Song,8.41,TV,13,Apr 2021 - Jun 2021,500340
170a,Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.41,Movie,1,Sep 2018 - Sep 2018,68077
171a,Shingeki no Kyojin: Kuinaki Sentaku,8.41,OVA,2,Dec 2014 - Apr 2015,490735
172a,Hunter x Hunter,8.41,TV,62,Oct 1999 - Mar 2001,566835
173a,Josee to Tora to Sakana-tachi,8.41,Movie,1,Dec 2020 - Dec 2020,384800
174a,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.41,TV,12,Jan 2019 - Mar 2019,1642034
175a,Gintama°: Aizome Kaori-hen,8.40,OVA,2,Aug 2016 - Nov 2016,81956
176a,Major S5,8.40,TV,25,Jan 2009 - Jun 2009,69066
177a,Mo Dao Zu Shi: Xian Yun Pian,8.40,ONA,8,Aug 2019 - Sep 2019,99023
178a,Natsume Yuujinchou Roku Specials,8.40,Special,2,Sep 2017 - Oct 2017,44534
179a,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.40,Movie,1,Feb 2018 - Feb 2018,405855
180a,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),8.39,Movie,1,Aug 2009 - Aug 2009,201088
181a,Kaze ga Tsuyoku Fuiteiru,8.39,TV,23,Oct 2018 - Mar 2019,286542
182a,Kimetsu no Yaiba: Mugen Ressha-hen,8.39,TV,7,Oct 2021 - Nov 2021,645259
183a,Tensei shitara Slime Datta Ken 2nd Season,8.39,TV,12,Jan 2021 - Mar 2021,880545
184a,Houseki no Kuni,8.39,TV,12,Oct 2017 - Dec 2017,436726
185a,Kamisama Hajimemashita: Kako-hen,8.39,OVA,4,Aug 2015 - Aug 2016,159969
186a,3-gatsu no Lion,8.38,TV,22,Oct 2016 - Mar 2017,654950
187a,Barakamon,8.38,TV,12,Jul 2014 - Sep 2014,640501
188a,Chihayafuru 2,8.38,TV,25,Jan 2013 - Jun 2013,228077
189a,Cowboy Bebop: Tengoku no Tobira,8.38,Movie,1,Sep 2001 - Sep 2001,362268
190a,Cross Game,8.38,TV,50,Apr 2009 - Mar 2010,121352
191a,Non Non Biyori Nonstop,8.38,TV,12,Jan 2021 - Mar 2021,116859
192a,Tian Guan Ci Fu Special,8.38,ONA,1,Feb 2021 - Feb 2021,40012
193a,Baccano!,8.37,TV,13,Jul 2007 - Nov 2007,880718
194a,Kimetsu no Yaiba: Katanakaji no Sato-hen,8.37,TV,11,Apr 2023 - Jun 2023,607049
195a,Kizumonogatari I: Tekketsu-hen,8.37,Movie,1,Jan 2016 - Jan 2016,509196
196a,Made in Abyss Movie 2: Hourou Suru Tasogare,8.37,Movie,1,Jan 2019 - Jan 2019,125258
197a,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.37,Movie,1,Oct 2012 - Oct 2012,195958
198a,Mushoku Tensei: Isekai Ittara Honki Dasu,8.37,TV,11,Jan 2021 - Mar 2021,1171810
199a,Kaze no Tani no Nausicaä,8.36,Movie,1,Mar 1984 - Mar 1984,358342
200a,Mahou Shoujo Madoka★Magica,8.36,TV,12,Jan 2011 - Apr 2011,1238129
201a,Tian Guan Ci Fu,8.36,ONA,11,Oct 2020 - Jan 2021,121144
202a,Usagi Drop,8.36,TV,11,Jul 2011 - Sep 2011,481436
203a,Wu Liuqi: Xuanwu Guo Pian,8.36,ONA,10,Jan 2021 - May 2021,54280
204a,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.36,TV,12,Jul 2020 - Sep 2020,688527
205a,Fumetsu no Anata e,8.36,TV,20,Apr 2021 - Aug 2021,817085
206a,Haikyuu!! To the Top,8.36,TV,13,Jan 2020 - Apr 2020,881944
207a,Bakuman. 2nd Season,8.35,TV,25,Oct 2011 - Mar 2012,344804
208a,Boku no Hero Academia 6th Season,8.35,TV,25,Oct 2022 - Mar 2023,550874
209a,Gintama: Shiroyasha Koutan,8.35,Special,1,Sep 2008 - Sep 2008,67731
210a,Hellsing Ultimate,8.35,OVA,10,Feb 2006 - Dec 2012,891802
211a,K-On! Movie,8.35,Movie,1,Dec 2011 - Dec 2011,318057
212a,Neon Genesis Evangelion,8.35,TV,26,Oct 1995 - Mar 1996,1726156
213a,Blue Lock,8.34,TV,24,Oct 2022 - Mar 2023,563010
214a,Kiseijuu: Sei no Kakuritsu,8.34,TV,24,Oct 2014 - Mar 2015,1788204
215a,Psycho-Pass,8.34,TV,22,Oct 2012 - Mar 2013,1573745
216a,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.34,TV,13,Jul 2020 - Sep 2020,1047992
217a,Kidou Senshi Gundam: The Origin,8.33,OVA,6,Feb 2015 - May 2018,69931
218a,Natsume Yuujinchou: Itsuka Yuki no Hi ni,8.33,OVA,1,Feb 2014 - Feb 2014,77570
219a,One Outs,8.33,TV,25,Oct 2008 - Apr 2009,229892
220a,Romeo no Aoi Sora,8.33,TV,33,Jan 1995 - Dec 1995,48082
221a,Tensei shitara Slime Datta Ken 2nd Season Part 2,8.33,TV,12,Jul 2021 - Sep 2021,687802
222a,Uchuu Senkan Yamato 2199,8.33,OVA,26,May 2012 - Oct 2013,111670
223a,Versailles no Bara,8.33,TV,40,Oct 1979 - Sep 1980,92840
224a,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",8.33,Special,1,Jul 2018 - Jul 2018,311868
225a,Bakemonogatari,8.33,TV,15,Jul 2009 - Jun 2010,1359168
226a,Given,8.33,TV,11,Jul 2019 - Sep 2019,538548
227a,Initial D First Stage,8.33,TV,26,Apr 1998 - Dec 1998,355850
228a,Fate/stay night: Unlimited Blade Works 2nd Season,8.32,TV,13,Apr 2015 - Jun 2015,823282
229a,Kage no Jitsuryokusha ni Naritakute!,8.32,TV,20,Oct 2022 - Feb 2023,486277
230a,Kingdom 2nd Season,8.32,TV,39,Jun 2013 - Mar 2014,118239
231a,Major S6,8.32,TV,25,Apr 2010 - Sep 2010,61101
232a,Natsume Yuujinchou Go Specials,8.32,Special,2,Mar 2017 - Apr 2017,43764
233a,Ramayana: The Legend of Prince Rama,8.32,Movie,1,Jan 1993 - Jan 1993,9433
234a,Katanagatari,8.31,TV,12,Jan 2010 - Dec 2010,546571
235a,Kemono no Souja Erin,8.31,TV,50,Jan 2009 - Dec 2009,83729
236a,Natsume Yuujinchou,8.31,TV,13,Jul 2008 - Sep 2008,521253
237a,NHK ni Youkoso!,8.31,TV,24,Jul 2006 - Dec 2006,712046
238a,Ookami to Koushinryou II,8.31,TV,12,Jul 2009 - Sep 2009,476636
239a,Sakamichi no Apollon,8.31,TV,12,Apr 2012 - Jun 2012,372368
240a,Spy x Family Part 2,8.31,TV,13,Oct 2022 - Dec 2022,778718
241a,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.31,TV,11,Apr 2011 - Jun 2011,1558517
242a,Boku dake ga Inai Machi,8.31,TV,12,Jan 2016 - Mar 2016,2002347
243a,Fate/strange Fake: Whispers of Dawn,8.31,Special,1,Jul 2023 - Jul 2023,50417
244a,Hunter x Hunter: Original Video Animation,8.31,OVA,8,Jan 2002 - Apr 2002,122976
245a,IDOLiSH7 Third Beat! Part 2,8.31,TV,17,Oct 2022 - Feb 2023,11822
246a,Diamond no Ace: Second Season,8.30,TV,51,Apr 2015 - Mar 2016,132676
247a,Evangelion: 2.0 You Can (Not) Advance,8.30,Movie,1,Jul 2009 - Jul 2009,519466
248a,Hibike! Euphonium 2,8.30,TV,13,Oct 2016 - Dec 2016,217824
249a,Kobayashi-san Chi no Maid Dragon S,8.30,TV,12,Jul 2021 - Sep 2021,523235
250a,Kuroko no Basket 3rd Season,8.30,TV,25,Jan 2015 - Jun 2015,731616
251a,Kino no Tabi: The Beautiful World,8.29,TV,13,Apr 2003 - Jul 2003,300312
252a,Major: World Series,8.29,OVA,2,Dec 2011 - Jan 2012,35679
253a,Rurouni Kenshin: Meiji Kenkaku Romantan,8.29,TV,94,Jan 1996 - Sep 1998,479430
254a,Steins;Gate: Oukoubakko no Poriomania,8.29,Special,1,Feb 2012 - Feb 2012,424831
255a,Ashita no Joe,8.29,TV,79,Apr 1970 - Sep 1971,86101
256a,Beck,8.29,TV,26,Oct 2004 - Mar 2005,328183
257a,Boku no Kokoro no Yabai Yatsu,8.29,TV,12,Apr 2023 - Jun 2023,169008
258a,Detective Conan Movie 06: The Phantom of Baker Street,8.29,Movie,1,Apr 2002 - Apr 2002,74985
259a,Doukyuusei (Movie),8.29,Movie,1,Feb 2016 - Feb 2016,257176
260a,Dr. Stone,8.29,TV,24,Jul 2019 - Dec 2019,1639950
261a,Gintama: Shinyaku Benizakura-hen,8.29,Special,1,Dec 2010 - Dec 2010,42301
262a,Hotarubi no Mori e,8.29,Movie,1,Sep 2011 - Sep 2011,794239
263a,Tenki no Ko,8.29,Movie,1,Jul 2019 - Jul 2019,934528
264a,Redline,8.28,Movie,1,Aug 2009 - Aug 2009,360697
265a,Shinsekai yori,8.28,TV,25,Sep 2012 - Mar 2013,757907
266a,Shirobako,8.28,TV,24,Oct 2014 - Mar 2015,432795
267a,86,8.28,TV,11,Apr 2021 - Jun 2021,693761
268a,Fate/Zero,8.28,TV,13,Oct 2011 - Dec 2011,1452357
269a,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,8.28,Movie,12,Mar 2022 - May 2022,18961
270a,Initial D Final Stage,8.28,TV,4,May 2014 - Jun 2014,133056
271a,Gin no Saji 2nd Season,8.27,TV,11,Jan 2014 - Mar 2014,141822
272a,Gyakkyou Burai Kaiji: Ultimate Survivor,8.27,TV,26,Oct 2007 - Apr 2008,340286
273a,Horimiya: Piece,8.27,TV,13,Jul 2023 -,155601
274a,Tokyo Godfathers,8.27,Movie,1,Nov 2003 - Nov 2003,278470
275a,Tsubasa: Tokyo Revelations,8.27,OVA,3,Nov 2007 - Mar 2008,93392
276a,World Trigger 3rd Season,8.27,TV,14,Oct 2021 - Jan 2022,105654
277a,Yuru Camp△,8.27,TV,12,Jan 2018 - Mar 2018,463487
278a,Yuukoku no Moriarty Part 2,8.27,TV,13,Apr 2021 - Jun 2021,229556
279a,Koukaku Kidoutai,8.27,Movie,1,Nov 1995 - Nov 1995,606712
280a,Nodame Cantabile,8.27,TV,23,Jan 2007 - Jun 2007,307101
281a,Kono Subarashii Sekai ni Shukufuku wo! 2,8.26,TV,10,Jan 2017 - Mar 2017,1444152
282a,Naruto: Shippuuden,8.26,TV,500,Feb 2007 - Mar 2017,2360148
283a,Planetes,8.26,TV,26,Oct 2003 - Apr 2004,244524
284a,Space☆Dandy 2nd Season,8.26,TV,13,Jul 2014 - Sep 2014,162215
285a,Stranger: Mukou Hadan,8.26,Movie,1,Sep 2007 - Sep 2007,323140
286a,Diamond no Ace: Act II,8.26,TV,52,Apr 2019 - Mar 2020,85278
287a,Hajime no Ippo: Champion Road,8.26,Special,1,Apr 2003 - Apr 2003,129571
288a,Tenkuu no Shiro Laputa,8.26,Movie,1,Aug 1986 - Aug 1986,462274
289a,Tonari no Totoro,8.25,Movie,1,Apr 1988 - Apr 1988,1013498
290a,Kuroshitsuji Movie: Book of the Atlantic,8.25,Movie,1,Jan 2017 - Jan 2017,186887
291a,Non Non Biyori Movie: Vacation,8.25,Movie,1,Aug 2018 - Aug 2018,74463
292a,Sennen Joyuu,8.25,Movie,1,Sep 2002 - Sep 2002,176957
293a,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,8.25,Special,1,Dec 2015 - Dec 2015,249541
294a,Bakemono no Ko,8.25,Movie,1,Jul 2015 - Jul 2015,409616
295a,Ginga Eiyuu Densetsu: Die Neue These - Sakubou,8.25,Movie,12,Sep 2022 - Nov 2022,11852
296a,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,8.25,Movie,4,Nov 2019 - Nov 2019,24455
297a,Gyakkyou Burai Kaiji: Hakairoku-hen,8.25,TV,26,Apr 2011 - Sep 2011,186353
298a,Hunter x Hunter: Greed Island Final,8.25,OVA,14,Mar 2004 - Aug 2004,139912
299a,Danshi Koukousei no Nichijou,8.24,TV,12,Jan 2012 - Mar 2012,795213
300a,Detective Conan: Episode One - The Great Detective Turned Small,8.24,Special,1,Dec 2016 - Dec 2016,29616
301a,Dororo,8.24,TV,24,Jan 2019 - Jun 2019,1153888
302a,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,8.24,TV,11,Jan 2023 - Mar 2023,170879
303a,Golden Kamuy 2nd Season,8.24,TV,12,Oct 2018 - Dec 2018,190867
304a,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,8.24,TV,13,Oct 2018 - Dec 2018,1646323
305a,Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,8.23,TV,25,Oct 2016 - Apr 2017,136349
306a,Major S3,8.23,TV,26,Jan 2007 - Jun 2007,67441
307a,Nodame Cantabile: Finale,8.23,TV,11,Jan 2010 - Mar 2010,125405
308a,Re:Zero kara Hajimeru Isekai Seikatsu,8.23,TV,25,Apr 2016 - Sep 2016,2100008
309a,Sasaki to Miyano,8.23,TV,12,Jan 2022 - Mar 2022,171832
310a,Sono Bisque Doll wa Koi wo Suru,8.23,TV,12,Jan 2022 - Mar 2022,947402
311a,Tengoku Daimakyou,8.23,TV,13,Apr 2023 - Jun 2023,309035
312a,Youjo Senki Movie,8.23,Movie,1,Feb 2019 - Feb 2019,262418
313a,Dr. Stone: Ryuusui,8.23,Special,1,Jul 2022 - Jul 2022,233461
314a,Great Pretender,8.23,TV,23,Jul 2020 - Dec 2020,619300
315a,Hajime no Ippo: Mashiba vs. Kimura,8.23,OVA,1,Sep 2003 - Sep 2003,103618
316a,Holo no Graffiti,8.23,ONA,?,May 2019 -,52543
317a,Ao Ashi,8.22,TV,24,Apr 2022 - Sep 2022,186404
318a,Bungou Stray Dogs 3rd Season,8.22,TV,12,Apr 2019 - Jun 2019,586137
319a,Fruits Basket 1st Season,8.22,TV,25,Apr 2019 - Sep 2019,778064
320a,Kono Sekai no Katasumi ni,8.22,Movie,1,Nov 2016 - Nov 2016,179857
321a,Kotarou wa Hitorigurashi,8.22,ONA,10,Mar 2022 - Mar 2022,133283
322a,Kuroko no Basket 2nd Season,8.22,TV,25,Oct 2013 - Mar 2014,823407
323a,Magi: The Kingdom of Magic,8.22,TV,25,Oct 2013 - Mar 2014,816760
324a,Majo no Takkyuubin,8.22,Movie,1,Jul 1989 - Jul 1989,550684
325a,Major S1,8.22,TV,26,Nov 2004 - May 2005,98515
326a,Mimi wo Sumaseba,8.22,Movie,1,Jul 1995 - Jul 1995,339967
327a,One Piece Movie 14: Stampede,8.22,Movie,1,Aug 2019 - Aug 2019,172650
328a,Ookami to Koushinryou,8.22,TV,13,Jan 2008 - Mar 2008,789136
329a,Trigun,8.22,TV,26,Apr 1998 - Sep 1998,730165
330a,Tanoshii Muumin Ikka,8.21,TV,78,Apr 1990 - Oct 1991,25703
331a,xxxHOLiC◆Kei,8.21,TV,13,Apr 2008 - Jun 2008,139038
332a,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8.21,TV,13,Apr 2015 - Jun 2015,1020485
333a,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,8.21,Movie,1,Jul 2000 - Jul 2000,112289
334a,Detective Conan Movie 13: The Raven Chaser,8.21,Movie,1,Apr 2009 - Apr 2009,57440
335a,IDOLiSH7 Third Beat!,8.21,TV,13,Jul 2021 - Sep 2021,20421
336a,Kamisama Hajimemashita◎,8.21,TV,12,Jan 2015 - Mar 2015,386063
337a,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,8.21,Movie,1,Oct 2012 - Oct 2012,193015
338a,SKET Dance,8.21,TV,77,Apr 2011 - Sep 2012,220003
339a,Lycoris Recoil,8.20,TV,13,Jul 2022 - Sep 2022,428203
340a,Nomad: Megalo Box 2,8.20,TV,13,Apr 2021 - Jun 2021,191452
341a,ReLIFE: Kanketsu-hen,8.20,Special,4,Mar 2018 - Mar 2018,372534
342a,Saiki Kusuo no Ψ-nan: Kanketsu-hen,8.20,Special,1,Dec 2018 - Dec 2018,207253
343a,Shoujo Kakumei Utena,8.20,TV,39,Apr 1997 - Dec 1997,208665
344a,Shoujo Shuumatsu Ryokou,8.20,TV,12,Oct 2017 - Dec 2017,323656
345a,Vanitas no Karte Part 2,8.20,TV,12,Jan 2022 - Apr 2022,251226
346a,Berserk: Ougon Jidai-hen III - Kourin,8.20,Movie,1,Feb 2013 - Feb 2013,215039
347a,Hachimitsu to Clover II,8.20,TV,12,Jun 2006 - Sep 2006,104515
348a,Haikyuu!! Movie 4: Concept no Tatakai,8.20,Movie,1,Sep 2017 - Sep 2017,78336
349a,Horimiya,8.20,TV,13,Jan 2021 - Apr 2021,1256593
350a,InuYasha: Kanketsu-hen,8.20,TV,26,Oct 2009 - Mar 2010,273157
351a,Kaguya-hime no Monogatari,8.20,Movie,1,Nov 2013 - Nov 2013,217545
352a,Asobi Asobase,8.19,TV,12,Jul 2018 - Sep 2018,452663
353a,Bakuman.,8.19,TV,25,Oct 2010 - Apr 2011,604549
354a,Bungou Stray Dogs 2nd Season,8.19,TV,12,Oct 2016 - Dec 2016,804968
355a,Fate/stay night: Unlimited Blade Works,8.19,TV,12,Oct 2014 - Dec 2014,1028174
356a,Little Busters! Refrain,8.19,TV,13,Oct 2013 - Dec 2013,162261
357a,Liz to Aoi Tori,8.19,Movie,1,Apr 2018 - Apr 2018,129911
358a,Maison Ikkoku,8.19,TV,96,Mar 1986 - Mar 1988,69240
359a,Major S2,8.19,TV,26,Dec 2005 - Jun 2006,69975
360a,Major S4,8.19,TV,26,Jan 2008 - Jun 2008,63744
361a,No Game No Life: Zero,8.19,Movie,1,Jul 2017 - Jul 2017,835669
362a,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,8.19,Special,1,Aug 2013 - Aug 2013,59127
363a,Senki Zesshou Symphogear XV,8.19,TV,13,Jul 2019 - Sep 2019,37383
364a,Stand By Me Doraemon 2,8.19,Movie,1,Nov 2020 - Nov 2020,21288
365a,xxxHOLiC Rou,8.19,OVA,2,Apr 2010 - Mar 2011,67465
366a,Yojouhan Time Machine Blues,8.19,ONA,6,Sep 2022 - Oct 2022,35428
367a,Yoru wa Mijikashi Arukeyo Otome,8.19,Movie,1,Apr 2017 - Apr 2017,119370
368a,Wu Liuqi: Zui Qiang Fa Xing Shi,8.18,ONA,10,Oct 2019 - Jan 2020,66470
369a,Ballroom e Youkoso,8.18,TV,24,Jul 2017 - Dec 2017,318004
370a,Chihayafuru,8.18,TV,25,Oct 2011 - Mar 2012,445147
371a,Girls & Panzer Movie,8.18,Movie,1,Nov 2015 - Nov 2015,101684
372a,Higurashi no Naku Koro ni Kai,8.18,TV,24,Jul 2007 - Dec 2007,467246
373a,Hunter x Hunter: Greed Island,8.18,OVA,8,Feb 2003 - Apr 2003,150671
374a,Jigokuraku,8.18,TV,13,Apr 2023 - Jul 2023,491196
375a,JoJo no Kimyou na Bouken Part 6: Stone Ocean,8.18,ONA,12,Dec 2021 - Dec 2021,454443
376a,Non Non Biyori Repeat,8.18,TV,12,Jul 2015 - Sep 2015,194028
377a,Paripi Koumei,8.17,TV,12,Apr 2022 - Jun 2022,266988
378a,Quanzhi Gaoshou Specials,8.17,ONA,3,Apr 2018 - May 2018,102355
379a,Toaru Kagaku no Railgun T,8.17,TV,25,Jan 2020 - Sep 2020,220503
380a,Aria the Natural,8.17,TV,26,Apr 2006 - Sep 2006,76748
381a,Black Lagoon: The Second Barrage,8.17,TV,12,Oct 2006 - Dec 2006,498104
382a,Detective Conan,8.17,TV,?,Jan 1996 -,335915
383a,Detective Conan Movie 20: The Darkest Nightmare,8.17,Movie,1,Apr 2016 - Apr 2016,39509
384a,Digimon Adventure: Last Evolution Kizuna,8.17,Movie,1,Feb 2020 - Feb 2020,40770
385a,Dr. Stone: New World,8.17,TV,11,Apr 2023 - Jun 2023,360163
386a,Dr. Stone: Stone Wars,8.17,TV,11,Jan 2021 - Mar 2021,968946
387a,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,8.17,Movie,1,Oct 2017 - Oct 2017,433224
388a,Girls & Panzer: Saishuushou Part 3,8.17,Movie,1,Mar 2021 - Mar 2021,23569
389a,K-On!!,8.17,TV,26,Apr 2010 - Sep 2010,670653
390a,Akira,8.16,Movie,1,Jul 1988 - Jul 1988,808498
391a,Buddy Daddies,8.16,TV,12,Jan 2023 - Apr 2023,213983
392a,Cardcaptor Sakura,8.16,TV,70,Apr 1998 - Mar 2000,421883
393a,Dragon Ball Super: Broly,8.16,Movie,1,Dec 2018 - Dec 2018,374784
394a,Dragon Ball Z,8.16,TV,291,Apr 1989 - Jan 1996,1180257
395a,Initial D Fourth Stage,8.16,TV,24,Apr 2004 - Feb 2006,174715
396a,Initial D Second Stage,8.16,TV,13,Oct 1999 - Jan 2000,204073
397a,Made in Abyss Movie 1: Tabidachi no Yoake,8.16,Movie,1,Jan 2019 - Jan 2019,119266
398a,Noragami Aragoto,8.16,TV,13,Oct 2015 - Dec 2015,1407214
399a,Ouran Koukou Host Club,8.16,TV,26,Apr 2006 - Sep 2006,1084774
400a,Skip to Loafer,8.16,TV,12,Apr 2023 - Jun 2023,180140
401a,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,8.16,Movie,1,Sep 2008 - Sep 2008,158801
402a,Yuukoku no Moriarty,8.16,TV,11,Oct 2020 - Dec 2020,391654
403a,Death Parade,8.15,TV,12,Jan 2015 - Mar 2015,1695583
404a,Eiga Daisuki Pompo-san,8.15,Movie,1,Jun 2021 - Jun 2021,33665
405a,Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,8.15,Movie,4,Oct 2019 - Oct 2019,23703
406a,Given: Uragawa no Sonzai,8.15,OVA,1,Dec 2021 - Dec 2021,79870
407a,Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai,8.15,ONA,1,Oct 2021 - Oct 2021,52699
408a,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",8.15,OVA,1,Dec 2016 - Dec 2016,61743
409a,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,8.15,Movie,1,Apr 2015 - Apr 2015,252739
410a,Lupin III: Cagliostro no Shiro,8.15,Movie,1,Dec 1979 - Dec 1979,111604
411a,Major: Message,8.15,OVA,1,Dec 2010 - Dec 2010,29787
412a,Shokugeki no Souma,8.15,TV,24,Apr 2015 - Sep 2015,1590005
413a,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,8.14,Movie,1,Jan 2021 - Jan 2021,32844
414a,Nisemonogatari,8.14,TV,11,Jan 2012 - Mar 2012,713094
415a,Nodame Cantabile: Paris-hen,8.14,TV,11,Oct 2008 - Dec 2008,121974
416a,Non Non Biyori Nonstop: Bukatsu wo Ganbatta,8.14,OVA,1,Mar 2022 - Mar 2022,17669
417a,One Piece Film: Z,8.14,Movie,1,Dec 2012 - Dec 2012,266539
418a,Tensei shitara Slime Datta Ken,8.14,TV,24,Oct 2018 - Mar 2019,1346529
419a,Working!!! Lord of the Takanashi,8.14,Special,1,Mar 2016 - Mar 2016,100261
420a,Black Clover,8.14,TV,170,Oct 2017 - Mar 2021,1561846
421a,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,8.14,Movie,1,Mar 2011 - Mar 2011,13759
422a,Gankutsuou,8.14,TV,24,Oct 2004 - Mar 2005,241573
423a,Given Movie,8.14,Movie,1,Aug 2020 - Aug 2020,221305
424a,Golden Kamuy 4th Season,8.14,TV,13,Oct 2022 - Jun 2023,81010
425a,Haikyuu!! Movie 3: Sainou to Sense,8.14,Movie,1,Sep 2017 - Sep 2017,81293
426a,Hinamatsuri (TV),8.14,TV,12,Apr 2018 - Jun 2018,489300
427a,IDOLiSH7 Second Beat!,8.14,TV,15,Apr 2020 - Dec 2020,29199
428a,Kaiba,8.14,TV,12,Apr 2008 - Jul 2008,146154
429a,Black Clover: Mahou Tei no Ken,8.13,Movie,1,Jun 2023 - Jun 2023,177810
430a,Eizouken ni wa Te wo Dasu na!,8.13,TV,12,Jan 2020 - Mar 2020,320557
431a,Katekyo Hitman Reborn!,8.13,TV,203,Oct 2006 - Sep 2010,544927
432a,Lupin III: Part 5,8.13,TV,24,Apr 2018 - Sep 2018,42439
433a,Princess Tutu,8.13,TV,38,Aug 2002 - May 2003,162771
434a,Seirei no Moribito,8.13,TV,26,Apr 2007 - Sep 2007,212172
435a,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,8.13,TV,13,Jul 2022 - Sep 2022,526714
436a,Detective Conan Movie 05: Countdown to Heaven,8.12,Movie,1,Apr 2001 - Apr 2001,61230
437a,Ginga Eiyuu Densetsu Gaiden,8.12,OVA,24,Feb 1998 - Sep 1998,23233
438a,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,8.12,Special,1,Apr 2015 - Apr 2015,39701
439a,Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,8.12,TV,13,Apr 2019 - Aug 2019,20645
440a,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,8.12,Movie,1,Jul 2012 - Jul 2012,23311
441a,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,8.12,Special,1,Aug 2012 - Aug 2012,66998
442a,Kaze Tachinu,8.11,Movie,1,Jul 2013 - Jul 2013,314264
443a,Kidou Senshi Gundam 00,8.11,TV,25,Oct 2007 - Mar 2008,214442
444a,Kono Subarashii Sekai ni Shukufuku wo!,8.11,TV,10,Jan 2016 - Mar 2016,1870264
445a,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,8.11,Special,1,Sep 2006 - Sep 2006,97781
446a,Kuragehime,8.11,TV,11,Oct 2010 - Dec 2010,228331
447a,Mahoutsukai no Yome: Hoshi Matsu Hito,8.11,OVA,3,Sep 2016 - Sep 2017,273689
448a,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,8.11,ONA,6,Dec 2019 - Dec 2019,210506
449a,Toki wo Kakeru Shoujo,8.11,Movie,1,Jul 2006 - Jul 2006,769115
450a,Boku no Hero Academia 2nd Season,8.11,TV,25,Apr 2017 - Sep 2017,2419754
451a,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,8.11,Movie,1,Jan 2018 - Jan 2018,257623
452a,Detective Conan Movie 14: The Lost Ship in the Sky,8.11,Movie,1,Apr 2010 - Apr 2010,54673
453a,Durarara!!,8.11,TV,24,Jan 2010 - Jun 2010,1364826
454a,Fullmetal Alchemist,8.11,TV,51,Oct 2003 - Oct 2004,1430208
455a,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,8.11,Special,1,Nov 2015 - Nov 2015,33253
456a,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.11,TV,12,Apr 2020 - Jun 2020,194516
457a,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,8.11,ONA,12,Sep 2022 - Sep 2022,212487
458a,Akatsuki no Yona OVA,8.10,OVA,3,Sep 2015 - Dec 2016,129931
459a,Detroit Metal City,8.10,OVA,12,Aug 2008 - Oct 2008,205999
460a,Diamond no Ace,8.10,TV,75,Oct 2013 - Mar 2015,236535
461a,Douluo Dalu 2nd Season,8.10,ONA,237,Dec 2018 - Jun 2023,18683
462a,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.10,TV,24,Apr 2014 - Sep 2014,1153687
463a,Kamisama Hajimemashita,8.10,TV,13,Oct 2012 - Dec 2012,625649
