rank,title,rating,show_type,episodes,run_time,member_count
1,Fullmetal Alchemist: Brotherhood,9.10,TV,64,Apr 2009 - Jul 2010,3188768
2,Steins;Gate,9.07,TV,24,Apr 2011 - Sep 2011,2450348
3,Bleach: Sennen Kessen-hen,9.06,TV,13,Oct 2022 - Dec 2022,453838
4,Gintama°,9.06,TV,51,Apr 2015 - Mar 2016,598754
5,Kaguya-sama wa Kokurasetai: Ultra Romantic,9.05,TV,13,Apr 2022 - Jun 2022,830703
6,Shingeki no Kyojin Season 3 Part 2,9.05,TV,10,Apr 2019 - Jul 2019,2116345
7,Shingeki no Kyojin: The Final Season - Kanketsu-hen,9.04,Special,2,Mar 2023 - 2023,447627
8,Gintama',9.04,TV,51,Apr 2011 - Mar 2012,528229
9,Gintama: The Final,9.04,Movie,1,Jan 2021 - Jan 2021,134267
10,Hunter x Hunter (2011),9.04,TV,148,Oct 2011 - Sep 2014,2669690
11,Gintama': Enchousen,9.03,TV,13,Oct 2012 - Mar 2013,310530
12,Ginga Eiyuu Densetsu,9.02,OVA,110,Jan 1988 - Mar 1997,306558
13,Fruits Basket: The Final,9.00,TV,13,Apr 2021 - Jun 2021,434923
14,Gintama.,8.98,TV,12,Jan 2017 - Mar 2017,299182
15,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,8.97,TV,13,Jul 2023 -,119939
16,Gintama,8.94,TV,201,Apr 2006 - Mar 2010,1026592
17,Koe no Katachi,8.94,Movie,1,Sep 2016 - Sep 2016,2204335
18,3-gatsu no Lion 2nd Season,8.93,TV,22,Oct 2017 - Mar 2018,385120
19,Clannad: After Story,8.93,TV,24,Oct 2008 - Mar 2009,1153384
20,Code Geass: Hangyaku no Lelouch R2,8.91,TV,25,Apr 2008 - Sep 2008,1705942
21,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,8.91,Movie,1,Jul 2013 - Jul 2013,230341
22,Violet Evergarden Movie,8.90,Movie,1,Sep 2020 - Sep 2020,552790
23,Owarimonogatari 2nd Season,8.88,TV,7,Aug 2017 - Aug 2017,381941
24,"""Oshi no Ko""",8.87,TV,11,Apr 2023 - Jun 2023,576348
25,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,8.88,TV,14,Jul 2018 - Oct 2018,186885
26,Monster,8.87,TV,74,Apr 2004 - Sep 2005,1021609
27,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,8.86,Movie,1,Dec 2022 - Dec 2022,189047
28,Kimi no Na wa.,8.85,Movie,1,Aug 2016 - Aug 2016,2609313
29,Vinland Saga Season 2,8.84,TV,24,Jan 2023 - Jun 2023,455642
30,Bocchi the Rock!,8.84,TV,12,Oct 2022 - Dec 2022,438028
31,Gintama.: Shirogane no Tamashii-hen,8.81,TV,12,Jan 2018 - Mar 2018,201284
32,Kingdom 3rd Season,8.81,TV,26,Apr 2020 - Oct 2021,91853
33,Mob Psycho 100 II,8.80,TV,13,Jan 2019 - Apr 2019,1440449
34,Shingeki no Kyojin: The Final Season,8.80,TV,16,Dec 2020 - Mar 2021,1857786
35,Kimetsu no Yaiba: Yuukaku-hen,8.79,TV,11,Dec 2021 - Feb 2022,1264025
36,Kizumonogatari III: Reiketsu-hen,8.79,Movie,1,Jan 2017 - Jan 2017,441747
37,Sen to Chihiro no Kamikakushi,8.78,Movie,1,Jul 2001 - Jul 2001,1768074
38,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,8.78,TV,10,Oct 2016 - Dec 2016,1146320
39,Monogatari Series: Second Season,8.77,TV,26,Jul 2013 - Dec 2013,649361
40,Shingeki no Kyojin: The Final Season Part 2,8.77,TV,12,Jan 2022 - Apr 2022,1144640
41,Hajime no Ippo,8.76,TV,75,Oct 2000 - Mar 2002,550301
42,Cowboy Bebop,8.75,TV,26,Apr 1998 - Apr 1999,1778748
43,Kingdom 4th Season,8.74,TV,26,Apr 2022 - Oct 2022,54146
44,Vinland Saga,8.74,TV,24,Jul 2019 - Dec 2019,1372634
45,Mushishi Zoku Shou 2nd Season,8.73,TV,10,Oct 2014 - Dec 2014,255507
46,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,8.73,TV,12,Jan 2017 - Mar 2017,181151
47,Mob Psycho 100 III,8.72,TV,12,Oct 2022 - Dec 2022,579621
48,Shiguang Dailiren,8.72,ONA,11,Apr 2021 - Jul 2021,301986
49,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.71,OVA,4,Feb 1999 - Sep 1999,269337
50,86 Part 2,8.71,TV,12,Oct 2021 - Mar 2022,437519
51,Ashita no Joe 2,8.71,TV,47,Oct 1980 - Aug 1981,48036
52,Code Geass: Hangyaku no Lelouch,8.70,TV,25,Oct 2006 - Jul 2007,2159531
53,Mushishi Zoku Shou,8.70,TV,10,Apr 2014 - Jun 2014,289191
54,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,8.70,TV,12,Oct 2021 - Dec 2021,796914
55,Odd Taxi,8.69,TV,13,Apr 2021 - Jun 2021,393040
56,One Piece,8.69,TV,?,Oct 1999 -,2183603
57,Great Teacher Onizuka,8.69,TV,43,Jun 1999 - Sep 2000,791202
58,The First Slam Dunk,8.69,Movie,1,Dec 2022 - Dec 2022,20542
59,Fate/stay night Movie: Heaven's Feel - III. Spring Song,8.68,Movie,1,Aug 2020 - Aug 2020,325641
60,Jujutsu Kaisen 2nd Season,8.68,TV,23,Jul 2023 -,401743
61,Mononoke Hime,8.67,Movie,1,Jul 1997 - Jul 1997,1195344
62,Violet Evergarden,8.67,TV,13,Jan 2018 - Apr 2018,1685079
63,Hajime no Ippo: New Challenger,8.66,TV,26,Jan 2009 - Jul 2009,269081
64,Howl no Ugoku Shiro,8.66,Movie,1,Nov 2004 - Nov 2004,1260234
65,Made in Abyss,8.66,TV,13,Jul 2017 - Sep 2017,1301065
66,Made in Abyss: Retsujitsu no Ougonkyou,8.66,TV,12,Jul 2022 - Sep 2022,389724
67,Mushishi,8.66,TV,26,Oct 2005 - Jun 2006,796587
68,Shigatsu wa Kimi no Uso,8.65,TV,22,Oct 2014 - Mar 2015,2119878
69,Natsume Yuujinchou Shi,8.64,TV,13,Jan 2012 - Mar 2012,237031
70,Jujutsu Kaisen,8.64,TV,24,Oct 2020 - Mar 2021,2273856
71,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,8.64,TV,12,Apr 2020 - Jun 2020,1265462
72,Haikyuu!! Second Season,8.63,TV,25,Oct 2015 - Mar 2016,1365973
73,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,8.63,ONA,14,Dec 2022 - Dec 2022,154174
74,Tengen Toppa Gurren Lagann,8.63,TV,27,Apr 2007 - Sep 2007,1552554
75,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,8.63,Movie,1,Jan 2020 - Jan 2020,426299
76,Kimetsu no Yaiba Movie: Mugen Ressha-hen,8.62,Movie,1,Oct 2020 - Oct 2020,1414621
77,Natsume Yuujinchou Roku,8.62,TV,11,Apr 2017 - Jun 2017,178522
78,Ping Pong the Animation,8.62,TV,11,Apr 2014 - Jun 2014,376202
79,Shingeki no Kyojin Season 3,8.62,TV,12,Jul 2018 - Oct 2018,2223912
80,Death Note,8.62,TV,37,Oct 2006 - Jun 2007,3728067
81,Cyberpunk: Edgerunners,8.61,ONA,10,Sep 2022 - Sep 2022,594479
82,Mushoku Tensei II: Isekai Ittara Honki Dasu,8.60,TV,12,Jul 2023 -,260116
83,Spy x Family,8.61,TV,12,Apr 2022 - Jun 2022,1365260
84,Suzumiya Haruhi no Shoushitsu,8.61,Movie,1,Feb 2010 - Feb 2010,591577
85,Evangelion: 3.0+1.0 Thrice Upon a Time,8.60,Movie,1,Mar 2021 - Mar 2021,349033
86,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,8.60,Movie,1,Jun 2019 - Jun 2019,669115
87,Mushishi Zoku Shou: Suzu no Shizuku,8.59,Movie,1,May 2015 - May 2015,123562
88,Hajime no Ippo: Rising,8.59,TV,25,Oct 2013 - Mar 2014,243049
89,Chainsaw Man,8.58,TV,12,Oct 2022 - Dec 2022,1294230
90,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.58,TV,39,Oct 2018 - Jul 2019,963479
91,Ookami Kodomo no Ame to Yuki,8.58,Movie,1,Jul 2012 - Jul 2012,786079
92,Kenpuu Denki Berserk,8.57,TV,25,Oct 1997 - Apr 1998,612291
93,Kizumonogatari II: Nekketsu-hen,8.57,Movie,1,Aug 2016 - Aug 2016,426773
94,Natsume Yuujinchou Go,8.57,TV,11,Oct 2016 - Dec 2016,177763
95,Natsume Yuujinchou San,8.57,TV,13,Jul 2011 - Sep 2011,244232
96,Shouwa Genroku Rakugo Shinjuu,8.57,TV,13,Jan 2016 - Apr 2016,282278
97,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,8.57,Movie,1,Apr 2009 - Apr 2009,207793
98,Yojouhan Shinwa Taikei,8.56,TV,11,Apr 2010 - Jul 2010,431028
99,Kimi no Suizou wo Tabetai,8.56,Movie,1,Sep 2018 - Sep 2018,901464
100,Mo Dao Zu Shi: Wanjie Pian,8.55,ONA,12,Aug 2021 - Oct 2021,73128
101,Neon Genesis Evangelion: The End of Evangelion,8.55,Movie,1,Jul 1997 - Jul 1997,883900
102,Zoku Natsume Yuujinchou,8.55,TV,13,Jan 2009 - Mar 2009,240472
103,Fate/Zero 2nd Season,8.55,TV,12,Apr 2012 - Jun 2012,1078766
104,Fruits Basket 2nd Season,8.55,TV,25,Apr 2020 - Sep 2020,473760
105,Haikyuu!! To the Top Part 2,8.54,TV,12,Oct 2020 - Dec 2020,761289
106,Nana,8.54,TV,47,Apr 2006 - Mar 2007,623072
107,Ousama Ranking,8.54,TV,23,Oct 2021 - Mar 2022,583723
108,Perfect Blue,8.54,Movie,1,Feb 1998 - Feb 1998,658815
109,Shingeki no Kyojin,8.54,TV,25,Apr 2013 - Sep 2013,3759598
110,Shoujo☆Kageki Revue Starlight Movie,8.54,Movie,1,Jun 2021 - Jun 2021,16486
111,Slam Dunk,8.54,TV,101,Oct 1993 - Mar 1996,284693
112,Mushishi: Hihamukage,8.53,Special,1,Jan 2014 - Jan 2014,133976
113,Steins;Gate 0,8.53,TV,23,Apr 2018 - Sep 2018,833482
114,Bakuman. 3rd Season,8.53,TV,25,Oct 2012 - Mar 2013,321906
115,Yuru Camp△ Season 2,8.53,TV,13,Jan 2021 - Apr 2021,207599
116,Kara no Kyoukai Movie 5: Mujun Rasen,8.52,Movie,1,Aug 2008 - Aug 2008,231564
117,Karakai Jouzu no Takagi-san Movie,8.52,Movie,1,Jun 2022 - Jun 2022,60781
118,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8.52,TV,26,Jan 2004 - Jan 2005,221338
119,Sora yori mo Tooi Basho,8.52,TV,13,Jan 2018 - Mar 2018,481086
120,Gintama Movie 1: Shinyaku Benizakura-hen,8.52,Movie,1,Apr 2010 - Apr 2010,157817
121,Gintama.: Porori-hen,8.52,TV,13,Oct 2017 - Dec 2017,192205
122,Hotaru no Haka,8.51,Movie,1,Apr 1988 - Apr 1988,640460
123,Summertime Render,8.51,TV,25,Apr 2022 - Sep 2022,447353
124,Yakusoku no Neverland,8.51,TV,12,Jan 2019 - Mar 2019,1874716
125,Samurai Champloo,8.51,TV,26,May 2004 - Mar 2005,1191203
126,Shingeki no Kyojin Season 2,8.51,TV,12,Apr 2017 - Jun 2017,2578373
127,Kimetsu no Yaiba,8.50,TV,26,Apr 2019 - Sep 2019,2828706
128,One Punch Man,8.50,TV,12,Oct 2015 - Dec 2015,3071085
129,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,8.50,Movie,1,Jan 2019 - Jan 2019,366779
130,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,8.50,TV,39,Apr 2016 - Dec 2016,1061701
131,Ansatsu Kyoushitsu 2nd Season,8.49,TV,25,Jan 2016 - Jul 2016,1366357
132,Mob Psycho 100,8.49,TV,12,Jul 2016 - Sep 2016,1965897
133,Uchuu Kyoudai,8.49,TV,99,Apr 2012 - Mar 2014,187576
134,Aria the Origination,8.48,TV,13,Jan 2008 - Apr 2008,124253
135,Banana Fish,8.48,TV,24,Jul 2018 - Dec 2018,814612
