rank,title,rating,show_type,episodes,run_time,member_count
433,Princess Tutu,8.13,TV,38,Aug 2002 - May 2003,162771
434,Seirei no Moribito,8.13,TV,26,Apr 2007 - Sep 2007,212172
435,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,8.13,TV,13,Jul 2022 - Sep 2022,526714
436,Detective Conan Movie 05: Countdown to Heaven,8.12,Movie,1,Apr 2001 - Apr 2001,61230
437,Ginga Eiyuu Densetsu Gaiden,8.12,OVA,24,Feb 1998 - Sep 1998,23233
438,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,8.12,Special,1,Apr 2015 - Apr 2015,39701
439,Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,8.12,TV,13,Apr 2019 - Aug 2019,20645
440,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,8.12,Movie,1,Jul 2012 - Jul 2012,23307
441,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,8.12,Special,1,Aug 2012 - Aug 2012,66998
442,Kaze Tachinu,8.11,Movie,1,Jul 2013 - Jul 2013,314264
443,Kidou Senshi Gundam 00,8.11,TV,25,Oct 2007 - Mar 2008,214442
444,Kono Subarashii Sekai ni Shukufuku wo!,8.11,TV,10,Jan 2016 - Mar 2016,1870264
445,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,8.11,Special,1,Sep 2006 - Sep 2006,97781
446,Kuragehime,8.11,TV,11,Oct 2010 - Dec 2010,228299
447,Mahoutsukai no Yome: Hoshi Matsu Hito,8.11,OVA,3,Sep 2016 - Sep 2017,273689
448,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,8.11,ONA,6,Dec 2019 - Dec 2019,210506
449,Toki wo Kakeru Shoujo,8.11,Movie,1,Jul 2006 - Jul 2006,769115
450,Boku no Hero Academia 2nd Season,8.11,TV,25,Apr 2017 - Sep 2017,2419754
451,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,8.11,Movie,1,Jan 2018 - Jan 2018,257623
452,Detective Conan Movie 14: The Lost Ship in the Sky,8.11,Movie,1,Apr 2010 - Apr 2010,54664
453,Durarara!!,8.11,TV,24,Jan 2010 - Jun 2010,1364692
454,Fullmetal Alchemist,8.11,TV,51,Oct 2003 - Oct 2004,1430208
455,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,8.11,Special,1,Nov 2015 - Nov 2015,33253
456,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.11,TV,12,Apr 2020 - Jun 2020,194516
457,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,8.11,ONA,12,Sep 2022 - Sep 2022,212487
458,Akatsuki no Yona OVA,8.10,OVA,3,Sep 2015 - Dec 2016,129931
459,Detroit Metal City,8.10,OVA,12,Aug 2008 - Oct 2008,205999
460,Diamond no Ace,8.10,TV,75,Oct 2013 - Mar 2015,236535
461,Douluo Dalu 2nd Season,8.10,ONA,237,Dec 2018 - Jun 2023,18680
462,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.10,TV,24,Apr 2014 - Sep 2014,1153687
463,Kamisama Hajimemashita,8.10,TV,13,Oct 2012 - Dec 2012,625551
464,Kidou Senshi Gundam Unicorn,8.10,OVA,7,Mar 2010 - Jun 2014,95694
465,Kuroko no Basket: Saikou no Present desu,8.10,Special,1,Dec 2015 - Dec 2015,102272
466,Mirai Shounen Conan,8.10,TV,26,Apr 1978 - Oct 1978,47802
467,Tamayura: Sotsugyou Shashin Part 4 - Ashita,8.10,Movie,1,Apr 2016 - Apr 2016,10753
468,Tsubasa: Shunraiki,8.09,OVA,2,Mar 2009 - May 2009,61025
469,Tsukimonogatari,8.09,TV,4,Dec 2014 - Dec 2014,406054
470,Uchouten Kazoku 2,8.09,TV,12,Apr 2017 - Jun 2017,62551
471,Violet Evergarden: Recollections,8.09,Special,1,Oct 2021 - Oct 2021,23100
472,Zankyou no Terror,8.09,TV,11,Jul 2014 - Sep 2014,1121894
473,Ansatsu Kyoushitsu,8.09,TV,22,Jan 2015 - Jun 2015,1922911
474,Baccano! Specials,8.09,Special,3,Feb 2008 - May 2008,175563
475,Gin no Saji,8.09,TV,11,Jul 2013 - Sep 2013,284793
476,Hajime no Ippo: Boxer no Kobushi,8.09,Special,1,Mar 2003 - Mar 2003,52041
477,Initial D Fifth Stage,8.09,TV,14,Nov 2012 - May 2013,138909
478,Overlord IV,8.09,TV,13,Jul 2022 - Sep 2022,465578
479,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,8.09,OVA,13,Feb 2011 - Jul 2011,73265
480,Shokugeki no Souma: Ni no Sara,8.09,TV,13,Jul 2016 - Sep 2016,1099626
481,Stand By Me Doraemon,8.09,Movie,1,Aug 2014 - Aug 2014,51347
482,Kidou Senshi Gundam 00 Second Season,8.08,TV,25,Oct 2008 - Mar 2009,147262
483,Kimi wa Houkago Insomnia,8.08,TV,13,Apr 2023 - Jul 2023,151110
484,Kuroko no Basket Movie 4: Last Game,8.08,Movie,1,Mar 2017 - Mar 2017,288451
485,No Game No Life,8.08,TV,12,Apr 2014 - Jun 2014,2313162
486,One Piece Film: Strong World,8.08,Movie,1,Dec 2009 - Dec 2009,240891
487,Sakura-sou no Pet na Kanojo,8.08,TV,24,Oct 2012 - Mar 2013,1209539
488,Serial Experiments Lain,8.08,TV,13,Jul 1998 - Sep 1998,724468
489,Skip Beat!,8.08,TV,25,Oct 2008 - Mar 2009,262058
490,Toradora!,8.08,TV,25,Oct 2008 - Mar 2009,2128186
491,Tsurune: Tsunagari no Issha,8.08,TV,13,Jan 2023 - Mar 2023,45589
492,Yuusha-Ou GaoGaiGar Final,8.08,OVA,8,Jan 2000 - Mar 2003,9827
493,Fumetsu no Anata e Season 2,8.08,TV,20,Oct 2022 - Mar 2023,246607
494,Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,8.08,Movie,1,Dec 1993 - Dec 1993,33296
495,Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,8.08,Special,1,Sep 2005 - Sep 2005,54933
496,Hikaru no Go,8.08,TV,75,Oct 2001 - Mar 2003,133942
497,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,8.08,TV,10,Apr 2022 - Jun 2022,137603
498,Hyouka,8.08,TV,22,Apr 2012 - Sep 2012,1320560
499,Kanata no Astra,8.08,TV,12,Jul 2019 - Sep 2019,289605
500,5-toubun no Hanayome ∬,8.07,TV,12,Jan 2021 - Mar 2021,669428
501,Gintama: Dai Hanseikai,8.07,Special,1,Mar 2010 - Mar 2010,37027
502,Hidamari Sketch: Sae Hiro Sotsugyou-hen,8.07,OVA,2,Nov 2013 - Nov 2013,13476
503,"Komi-san wa, Comyushou desu. 2nd Season",8.07,TV,12,Apr 2022 - Jun 2022,436270
504,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,8.07,Special,1,Sep 2005 - Sep 2005,39585
505,Kuroshitsuji: Book of Circus,8.07,TV,10,Jul 2014 - Sep 2014,388979
506,Luo Xiao Hei Zhan Ji (Movie),8.07,Movie,1,Sep 2019 - Sep 2019,23926
507,Tonikaku Kawaii: SNS,8.07,OVA,1,Aug 2021 - Aug 2021,141190
508,Watashi no Shiawase na Kekkon,8.07,TV,12,Jul 2023 -,79852
509,Tsuki ga Kirei,8.06,TV,12,Apr 2017 - Jun 2017,521195
510,World Trigger 2nd Season,8.06,TV,12,Jan 2021 - Apr 2021,140166
511,Yowamushi Pedal: Grande Road,8.06,TV,24,Oct 2014 - Mar 2015,135521
512,Angel Beats!,8.06,TV,13,Apr 2010 - Jun 2010,2015341
513,City Hunter 2,8.06,TV,63,Apr 1988 - Jul 1989,25602
514,Darker than Black: Kuro no Keiyakusha,8.06,TV,25,Apr 2007 - Sep 2007,919613
515,Detective Conan Movie 08: Magician of the Silver Sky,8.06,Movie,1,Apr 2004 - Apr 2004,54571
516,Detective Conan Movie 18: The Sniper from Another Dimension,8.06,Movie,1,Apr 2014 - Apr 2014,41403
517,Detective Conan Movie 25: Halloween no Hanayome,8.06,Movie,1,Apr 2022 - Apr 2022,12480
518,Durarara!!x2 Ketsu,8.06,TV,12,Jan 2016 - Mar 2016,367967
519,Girls & Panzer: Saishuushou Part 2,8.06,Movie,1,Jun 2019 - Jun 2019,33337
520,Kodomo no Omocha (TV),8.06,TV,102,Apr 1996 - Mar 1998,65120
521,Koukyoushihen Eureka Seven,8.06,TV,50,Apr 2005 - Apr 2006,427530
522,Kuroko no Basket,8.06,TV,25,Apr 2012 - Sep 2012,1158927
523,Kuroshitsuji: Book of Murder,8.06,OVA,2,Jan 2015 - Feb 2015,236971
524,Mahoutsukai no Yome,8.06,TV,24,Oct 2017 - Mar 2018,882336
525,Romantic Killer,8.06,ONA,12,Oct 2022 - Oct 2022,159866
526,Karakai Jouzu no Takagi-san 2,8.05,TV,12,Jul 2019 - Sep 2019,317593
527,Kidou Senshi Gundam: Tekketsu no Orphans,8.05,TV,25,Oct 2015 - Mar 2016,230872
528,Kyou kara Ore wa!!,8.05,OVA,10,Apr 1993 - Dec 1997,32455
529,Mairimashita! Iruma-kun 2nd Season,8.05,TV,21,Apr 2021 - Sep 2021,293586
530,Omoide no Marnie,8.05,Movie,1,Jul 2014 - Jul 2014,282639
531,Shijou Saikyou no Deshi Kenichi,8.05,TV,50,Oct 2006 - Sep 2007,293852
532,Uma Musume: Pretty Derby Season 2,8.05,TV,13,Jan 2021 - Mar 2021,45809
533,Dorohedoro,8.05,TV,12,Jan 2020 - Mar 2020,510858
534,Ginga Eiyuu Densetsu Gaiden (1999),8.05,OVA,28,Dec 1999 - Jul 2000,19536
535,Glass no Kamen (2005),8.05,TV,51,Apr 2005 - Mar 2006,38291
536,Gosick,8.05,TV,24,Jan 2011 - Jul 2011,529355
537,Boku no Hero Academia 3rd Season,8.04,TV,25,Apr 2018 - Sep 2018,2093727
538,Dennou Coil,8.04,TV,26,May 2007 - Dec 2007,143348
539,Fate/stay night: Unlimited Blade Works Prologue,8.04,Special,1,Oct 2014 - Oct 2014,310034
540,Golden Boy,8.04,OVA,6,Oct 1995 - Jun 1996,376423
541,Haikyuu!! Movie 2: Shousha to Haisha,8.04,Movie,1,Sep 2015 - Sep 2015,87237
542,Kamisama Hajimemashita OVA,8.04,OVA,2,Aug 2013 - Aug 2013,125254
543,Kidou Senshi Gundam: Suisei no Majo Season 2,8.04,TV,12,Apr 2023 - Jul 2023,63702
544,Kill la Kill,8.04,TV,24,Oct 2013 - Mar 2014,1664052
545,Paprika,8.04,Movie,1,Nov 2006 - Nov 2006,512882
546,Saint Seiya: Meiou Hades Juuni Kyuu-hen,8.04,OVA,13,Nov 2002 - Jul 2003,55373
547,xxxHOLiC Shunmuki,8.04,OVA,2,Feb 2009 - Jun 2009,68588
548,Summer Wars,8.03,Movie,1,Aug 2009 - Aug 2009,508075
549,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,8.03,OVA,1,Oct 2016 - Oct 2016,238631
550,Akatsuki no Yona,8.03,TV,24,Oct 2014 - Mar 2015,818564
551,BanG Dream! 3rd Season,8.03,TV,13,Jan 2020 - Apr 2020,34326
552,Black Lagoon,8.03,TV,12,Apr 2006 - Jun 2006,963580
553,Detective Conan Movie 03: The Last Wizard of the Century,8.03,Movie,1,Apr 1999 - Apr 1999,63645
554,Detective Conan Movie 10: Requiem of the Detectives,8.03,Movie,1,Apr 2006 - Apr 2006,54066
555,FLCL,8.03,OVA,6,Apr 2000 - Mar 2001,789100
556,Full Metal Panic? Fumoffu,8.03,TV,12,Aug 2003 - Nov 2003,289608
557,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,8.03,Movie,4,Sep 2019 - Sep 2019,27568
558,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.03,OVA,1,Jul 2017 - Jul 2017,353153
559,Lovely★Complex,8.03,TV,24,Apr 2007 - Sep 2007,566700
560,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,8.02,Movie,1,Feb 2008 - Feb 2008,222146
561,Magi: The Labyrinth of Magic,8.02,TV,25,Oct 2012 - Mar 2013,1010290
562,Persona 3 the Movie 4: Winter of Rebirth,8.02,Movie,1,Jan 2016 - Jan 2016,70001
563,Saiunkoku Monogatari 2nd Season,8.02,TV,39,Apr 2007 - Mar 2008,40085
564,SK∞,8.02,TV,12,Jan 2021 - Apr 2021,524142
565,Slayers Next,8.02,TV,26,Apr 1996 - Sep 1996,68662
566,Toaru Kagaku no Railgun S,8.02,TV,24,Apr 2013 - Sep 2013,376951
567,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,8.02,Movie,1,Jun 2021 - Jun 2021,7688
568,Black Lagoon: Roberta's Blood Trail,8.02,OVA,5,Jun 2010 - Jun 2011,285920
569,D.Gray-man,8.02,TV,103,Oct 2006 - Sep 2008,675083
570,Detective Conan Movie 04: Captured in Her Eyes,8.02,Movie,1,Apr 2000 - Apr 2000,60056
571,Doupo Cangqiong: San Nian Zhi Yue,8.02,ONA,13,Oct 2021 - Jan 2022,6178
572,Ginga Nagareboshi Gin,8.02,TV,21,Apr 1986 - Aug 1986,26182
573,Hanada Shounen-shi,8.02,TV,25,Oct 2002 - Mar 2003,15163
574,Juuni Kokuki,8.02,TV,45,Apr 2002 - Aug 2003,144860
575,Baby Steps 2nd Season,8.01,TV,25,Apr 2015 - Sep 2015,88966
576,Eve no Jikan,8.01,ONA,6,Aug 2008 - Sep 2009,180514
577,Kaichou wa Maid-sama!,8.01,TV,26,Apr 2010 - Sep 2010,1205883
578,Kidou Senshi Gundam: Dai 08 MS Shoutai,8.01,OVA,12,Jan 1996 - Jul 1999,80088
579,Omae Umasou da na,8.01,Movie,1,Oct 2010 - Oct 2010,19082
580,Pui Pui Molcar,8.01,TV,12,Jan 2021 - Mar 2021,15352
581,Quanzhi Gaoshou: Dianfeng Rongyao,8.01,Movie,1,Aug 2019 - Aug 2019,47880
582,Shokugeki no Souma: San no Sara,8.01,TV,12,Oct 2017 - Dec 2017,939783
583,Tokyo Magnitude 8.0,8.01,TV,11,Jul 2009 - Sep 2009,290339
584,Tsumiki no Ie,8.01,Movie,1,Jun 2008 - Jun 2008,94234
585,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.01,TV,13,Apr 2013 - Jun 2013,1377063
586,Zombieland Saga Revenge,8.01,TV,12,Apr 2021 - Jun 2021,203666
587,Touch,8.00,TV,101,Mar 1985 - Mar 1987,34635
588,Wolf's Rain OVA,8.00,OVA,4,Jan 2004 - Feb 2004,65645
589,Yofukashi no Uta,8.00,TV,13,Jul 2022 - Sep 2022,517058
590,Aria the OVA: Arietta,8.00,OVA,1,Sep 2007 - Sep 2007,36870
591,Clannad,8.00,TV,23,Oct 2007 - Mar 2008,1375134
592,Detective Conan Movie 15: Quarter of Silence,8.00,Movie,1,Apr 2011 - Apr 2011,46457
593,ef: A Tale of Melodies.,8.00,TV,12,Oct 2008 - Dec 2008,162332
594,Evangelion: 1.0 You Are (Not) Alone,8.00,Movie,1,Sep 2007 - Sep 2007,540488
595,Fullmetal Alchemist: Brotherhood Specials,8.00,Special,4,Aug 2009 - Aug 2010,154529
596,Hachimitsu to Clover,8.00,TV,24,Apr 2005 - Sep 2005,260926
597,Haikyuu!! Movie 1: Owari to Hajimari,8.00,Movie,1,Jul 2015 - Jul 2015,95146
598,Hibike! Euphonium,8.00,TV,13,Apr 2015 - Jul 2015,439191
599,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,8.00,TV,14,Oct 2019 - Dec 2019,284060
600,Kami nomi zo Shiru Sekai: Megami-hen,8.00,TV,12,Jul 2013 - Sep 2013,336476
601,Kara no Kyoukai Movie: Mirai Fukuin,8.00,Movie,1,Sep 2013 - Sep 2013,111970
602,Kimi ni Todoke,8.00,TV,25,Oct 2009 - Mar 2010,895426
603,Shadows House 2nd Season,8.00,TV,12,Jul 2022 - Sep 2022,107667
604,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,7.99,Special,1,Jan 2006 - Jan 2006,28928
605,Naruto,7.99,TV,220,Oct 2002 - Feb 2007,2728327
606,School Rumble Ni Gakki,7.99,TV,26,Apr 2006 - Sep 2006,157719
607,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,7.99,Movie,1,Oct 2021 - Oct 2021,232522
608,Tokyo Revengers,7.99,TV,24,Apr 2021 - Sep 2021,1162176
609,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,7.99,Movie,1,Jul 2017 - Jul 2017,14283
610,Azumanga Daiou The Animation,7.99,TV,26,Apr 2002 - Oct 2002,330017
611,Hololive Alternative,7.99,ONA,2,May 2021 - Jun 2022,10483
612,Kakushigoto,7.99,TV,12,Apr 2020 - Jun 2020,316895
613,Boku no Hero Academia the Movie 2: Heroes:Rising,7.98,Movie,1,Dec 2019 - Dec 2019,541054
614,Code Geass: Hangyaku no Lelouch III - Oudou,7.98,Movie,1,May 2018 - May 2018,89256
615,Durarara!!x2 Shou,7.98,TV,12,Jan 2015 - Mar 2015,470056
616,Eve no Jikan (Movie),7.98,Movie,1,Mar 2010 - Mar 2010,122458
617,Kimi ni Todoke 2nd Season,7.98,TV,12,Jan 2011 - Mar 2011,453725
618,Koukaku Kidoutai 2.0,7.98,Movie,1,Jul 2008 - Jul 2008,86916
619,Maou-jou de Oyasumi,7.98,TV,12,Oct 2020 - Dec 2020,199081
620,Tate no Yuusha no Nariagari,7.98,TV,25,Jan 2019 - Jun 2019,1504851
621,xxxHOLiC,7.98,TV,24,Apr 2006 - Sep 2006,310235
622,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,7.97,Special,1,May 2017 - May 2017,80622
623,Akagami no Shirayuki-hime 2nd Season,7.97,TV,12,Jan 2016 - Mar 2016,345977
624,Durarara!!x2 Ten,7.97,TV,12,Jul 2015 - Sep 2015,384369
625,Haibane Renmei,7.97,TV,13,Oct 2002 - Dec 2002,273234
626,High Score Girl II,7.97,TV,9,Oct 2019 - Dec 2019,130610
627,High Score Girl: Extra Stage,7.97,OVA,3,Mar 2019 - Mar 2019,71428
628,Hyouge Mono,7.97,TV,39,Apr 2011 - Jan 2012,27280
629,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,7.97,OVA,6,Mar 1989 - Aug 1989,57184
630,Nagi no Asu kara,7.97,TV,26,Oct 2013 - Apr 2014,586584
631,Ookiku Furikabutte: Natsu no Taikai-hen,7.97,TV,13,Apr 2010 - Jun 2010,43611
632,ReLIFE,7.97,TV,13,Jul 2016 - Sep 2016,993344
633,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,7.97,OVA,2,Dec 2001 - Mar 2002,82150
634,Saint Seiya: The Lost Canvas - Meiou Shinwa,7.97,OVA,13,Jun 2009 - Apr 2010,104923
635,Kidou Keisatsu Patlabor 2 the Movie,7.96,Movie,1,Aug 1993 - Aug 1993,35387
636,Kobayashi-san Chi no Maid Dragon,7.96,TV,13,Jan 2017 - Apr 2017,1187386
637,Love Live! Superstar!!,7.96,TV,12,Jul 2021 - Oct 2021,64856
638,Mahou Shoujo Lyrical Nanoha A's,7.96,TV,13,Oct 2005 - Dec 2005,63759
639,Major Movie: Yuujou no Winning Shot,7.96,Movie,1,Dec 2008 - Dec 2008,20094
640,Sakasama no Patema,7.96,Movie,1,Nov 2013 - Nov 2013,280809
641,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,7.96,TV,12,Apr 2018 - Jun 2018,693915
642,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,7.96,OVA,7,Apr 2008 - Jan 2009,35294
643,Working!!!,7.96,TV,13,Jul 2015 - Sep 2015,241340
644,Youjo Senki,7.96,TV,12,Jan 2017 - Mar 2017,872212
645,Aria the Origination: Sono Choppiri Himitsu no Basho ni...,7.96,Special,1,Jun 2008 - Jun 2008,21151
646,Bungou Stray Dogs Wan!,7.96,TV,12,Jan 2021 - Mar 2021,107180
647,Dragon Ball,7.96,TV,153,Feb 1986 - Apr 1989,992964
648,Hokuto no Ken,7.96,TV,109,Oct 1984 - Mar 1987,126787
649,Aria the Benedizione,7.95,Movie,1,Dec 2021 - Dec 2021,6611
650,Girls & Panzer: Saishuushou Part 1,7.95,Movie,1,Dec 2017 - Dec 2017,45597
651,IDOLiSH7 Vibrato,7.95,ONA,8,Feb 2018 - Mar 2019,14779
652,Kanon (2006),7.95,TV,24,Oct 2006 - Mar 2007,265487
653,Kobato.,7.95,TV,24,Oct 2009 - Mar 2010,163078
654,Kurenai no Buta,7.95,Movie,1,Jul 1992 - Jul 1992,235278
655,Noragami,7.95,TV,12,Jan 2014 - Mar 2014,2085725
656,Tekkon Kinkreet,7.95,Movie,1,Dec 2006 - Dec 2006,107988
657,Takarajima,7.94,TV,26,Oct 1978 - Apr 1979,19424
658,Wotaku ni Koi wa Muzukashii,7.94,TV,11,Apr 2018 - Jun 2018,931938
659,Wotaku ni Koi wa Muzukashii OVA,7.94,OVA,3,Mar 2019 - Oct 2021,194920
660,Bishoujo Senshi Sailor Moon: Sailor Stars,7.94,TV,34,Mar 1996 - Feb 1997,109283
661,Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.94,TV,21,Oct 2019 - Mar 2020,266687
662,Full Moon wo Sagashite,7.94,TV,52,Apr 2002 - Mar 2003,106722
663,Hikaru no Go: Hokuto Hai e no Michi,7.94,Special,1,Jan 2004 - Jan 2004,23454
664,Kidou Senshi Gundam Thunderbolt,7.94,ONA,4,Dec 2015 - Apr 2016,53352
665,Kindaichi Shounen no Jikenbo,7.94,TV,148,Apr 1997 - Sep 2000,29475
666,Macross F Movie 2: Sayonara no Tsubasa,7.94,Movie,1,Feb 2011 - Feb 2011,26866
667,Macross: Do You Remember Love?,7.94,Movie,1,Jul 1984 - Jul 1984,46073
668,Mawaru Penguindrum,7.94,TV,24,Jul 2011 - Dec 2011,293110
669,Non Non Biyori,7.94,TV,12,Oct 2013 - Dec 2013,413237
670,Nurarihyon no Mago: Sennen Makyou,7.94,TV,24,Jul 2011 - Dec 2011,159253
671,One Piece Film: Strong World Episode 0,7.94,OVA,1,Apr 2010 - Apr 2010,81801
672,Osomatsu-san,7.94,TV,25,Oct 2015 - Mar 2016,168419
673,Phantom: Requiem for the Phantom,7.94,TV,26,Apr 2009 - Sep 2009,326680
674,Rurouni Kenshin: Meiji Kenkaku Romantan (2023),7.94,TV,24,Jul 2023 -,59132
675,Kidou Senshi Gundam Thunderbolt: December Sky,7.93,Movie,1,Jun 2016 - Jun 2016,22324
676,Kimi to Boku. 2,7.93,TV,13,Apr 2012 - Jun 2012,86486
677,Kingdom,7.93,TV,38,Jun 2012 - Feb 2013,205108
678,Kokoro Connect: Michi Random,7.93,Special,4,Nov 2012 - Dec 2012,254336
679,Nekomonogatari: Kuro,7.93,TV,4,Dec 2012 - Dec 2012,537907
680,Promare,7.93,Movie,1,May 2019 - May 2019,266821
681,Usagi Drop Specials,7.93,Special,4,Oct 2011 - Jan 2012,69278
682,xxxHOLiC Movie: Manatsu no Yoru no Yume,7.93,Movie,1,Aug 2005 - Aug 2005,64560
683,Yowamushi Pedal,7.93,TV,38,Oct 2013 - Jul 2014,226536
684,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",7.93,Special,1,Jul 2008 - Jul 2008,299584
685,Doupo Cangqiong 4th Season,7.93,ONA,24,Mar 2021 - Aug 2021,6268
686,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,7.93,Movie,1,Aug 2017 - Aug 2017,92525
687,Full Metal Panic! The Second Raid,7.93,TV,13,Jul 2005 - Oct 2005,255692
688,Gensou Mangekyou: The Memories of Phantasm,7.93,OVA,18,Aug 2011 - May 2023,2954
689,Hanamonogatari,7.93,TV,5,Aug 2014 - Aug 2014,415634
690,Hidamari Sketch x Honeycomb,7.93,TV,12,Oct 2012 - Dec 2012,22995
691,Bleach,7.92,TV,366,Oct 2004 - Mar 2012,1865627
692,Bungou Stray Dogs: Dead Apple,7.92,Movie,1,Mar 2018 - Mar 2018,258698
693,Darker than Black: Kuro no Keiyakusha Gaiden,7.92,Special,4,Jan 2010 - Jul 2010,252226
694,Doupo Cangqiong: Nian Fan,7.92,ONA,104,Jul 2022 -,5097
695,Eyeshield 21,7.92,TV,145,Apr 2005 - Mar 2008,178109
696,Gake no Ue no Ponyo,7.92,Movie,1,Jul 2008 - Jul 2008,545901
697,Gochuumon wa Usagi desu ka? Bloom,7.92,TV,12,Oct 2020 - Dec 2020,60195
698,"Komi-san wa, Comyushou desu.",7.92,TV,12,Oct 2021 - Dec 2021,817827
699,Kono Oto Tomare!,7.92,TV,13,Apr 2019 - Jun 2019,285333
700,Kuuchuu Buranko,7.92,TV,11,Oct 2009 - Dec 2009,90772
701,Log Horizon,7.92,TV,25,Oct 2013 - Mar 2014,1084628
702,Love Live! The School Idol Movie,7.92,Movie,1,Jun 2015 - Jun 2015,127505
703,Overlord III,7.92,TV,13,Jul 2018 - Oct 2018,858308
704,Tamako Love Story,7.92,Movie,1,Apr 2014 - Apr 2014,371171
705,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.92,TV,26,Oct 2005 - Mar 2006,99967
706,Trigun: Badlands Rumble,7.92,Movie,1,Apr 2010 - Apr 2010,138019
707,Vampire Hunter D (2000),7.91,Movie,1,Aug 2000 - Aug 2000,179797
708,Yakitate!! Japan,7.91,TV,69,Oct 2004 - Mar 2006,95614
709,Yuru Yuri San☆Hai!,7.91,TV,12,Oct 2015 - Dec 2015,121398
710,Zetsuen no Tempest,7.91,TV,24,Oct 2012 - Mar 2013,582987
711,City Hunter,7.91,TV,51,Apr 1987 - Mar 1988,76788
712,Code Geass: Fukkatsu no Lelouch,7.91,Movie,1,Feb 2019 - Feb 2019,302091
713,Detective Conan OVA 09: The Stranger in 10 Years...,7.91,OVA,1,Jun 2009 - Jun 2009,20594
714,Final Fantasy VII: Advent Children Complete,7.91,OVA,1,Apr 2009 - Apr 2009,129664
715,Hanasaku Iroha,7.91,TV,26,Apr 2011 - Sep 2011,324048
716,Kaleido Star,7.91,TV,51,Apr 2003 - Mar 2004,83278
717,Kidou Senshi Gundam: Suisei no Majo,7.91,TV,12,Oct 2022 - Jan 2023,127726
718,Overlord,7.91,TV,13,Jul 2015 - Sep 2015,1517301
719,Plastic Memories,7.91,TV,13,Apr 2015 - Jun 2015,907872
720,Quanzhi Gaoshou 2,7.91,ONA,12,Sep 2020 - Dec 2020,113451
721,SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,7.91,OVA,1,Feb 2013 - Feb 2013,21299
722,Kidou Senshi Zeta Gundam,7.90,TV,50,Mar 1985 - Feb 1986,71061
723,Lupin III (2015),7.90,TV,24,Oct 2015 - Mar 2016,68677
724,Macross,7.90,TV,36,Oct 1982 - Jun 1983,105405
725,Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,7.90,Special,1,Mar 2022 - Mar 2022,137591
726,One Piece Film: Gold,7.90,Movie,1,Jul 2016 - Jul 2016,201659
727,Ore Monogatari!!,7.90,TV,24,Apr 2015 - Sep 2015,648765
728,Sakigake!! Cromartie Koukou,7.90,TV,26,Oct 2003 - Mar 2004,134836
729,Shirokuma Cafe,7.90,TV,50,Apr 2012 - Mar 2013,91837
730,Ushio to Tora (TV) 2nd Season,7.90,TV,13,Apr 2016 - Jun 2016,128934
731,Vanitas no Karte,7.90,TV,12,Jul 2021 - Sep 2021,488175
